,uniqueID,site,plot,quad,date,ind,buds,flrs,fruits,herb,melt_date
1618,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,7/27/18,26,NA,NA,NA,NA,NA
1619,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,8/5/18,26,NA,NA,NA,0,NA
1620,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,8/27/18,26,NA,NA,NA,0,NA
1621,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,7/1/18,27,NA,NA,NA,0,NA
1622,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,7/10/18,27,NA,NA,NA,0,NA
1623,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,7/18/18,27,NA,NA,NA,0,NA
1624,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,7/27/18,27,NA,NA,NA,NA,NA
1625,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,8/5/18,27,NA,NA,NA,0,NA
1626,LVTR2.5 PNA QNA #27,LVTR2.5,NA,NA,8/27/18,27,NA,NA,NA,0,NA
1627,LVTR2.5 PNA QNA #28,LVTR2.5,NA,NA,7/1/18,28,NA,NA,NA,0,NA
1628,LVTR2.5 PNA QNA #28,LVTR2.5,NA,NA,7/10/18,28,NA,NA,NA,0,NA
678,LV2 P1 QNA #63,LV2,1,NA,8/27/18,63,NA,NA,NA,2,5/29/18
858,LV2 P2 QNA #53,LV2,2,NA,8/27/18,53,NA,NA,NA,2,5/21/18
1068,LV3 P1 QNA #86,LV3,1,NA,8/27/18,86,NA,NA,NA,2,5/17/18
1632,LVTR2.5 PNA QNA #28,LVTR2.5,NA,NA,8/27/18,28,NA,NA,NA,0,NA
1633,LVTR2.5 PNA QNA #29,LVTR2.5,NA,NA,7/1/18,29,NA,NA,NA,0,NA
1634,LVTR2.5 PNA QNA #29,LVTR2.5,NA,NA,7/10/18,29,NA,NA,NA,0,NA
1635,LVTR2.5 PNA QNA #29,LVTR2.5,NA,NA,7/18/18,29,NA,NA,NA,0,NA
1086,LV3 P1 QNA #89,LV3,1,NA,8/27/18,89,NA,NA,NA,2,5/17/18
1637,LVTR2.5 PNA QNA #29,LVTR2.5,NA,NA,8/5/18,29,NA,NA,NA,0,NA
1104,LV3 P1 QNA #92,LV3,1,NA,8/27/18,92,NA,NA,NA,2,5/17/18
1639,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,7/1/18,30,NA,NA,NA,0,NA
1640,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,7/10/18,30,NA,NA,NA,0,NA
1641,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,7/18/18,30,NA,NA,NA,0,NA
1642,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,7/27/18,30,NA,NA,NA,NA,NA
1643,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,8/5/18,30,NA,NA,NA,0,NA
1497,LVTR2 PNA QNA #33,LVTR2,NA,NA,7/18/18,33,20,2,6,3,6/1/18
1645,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,7/1/18,31,6,2,NA,0,NA
1646,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,7/10/18,31,7,2,2,0,NA
1647,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,7/18/18,31,3,2,5,0,NA
1648,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,7/27/18,31,NA,NA,4,NA,NA
1649,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,8/5/18,31,0,0,4,0,NA
1650,LVTR2.5 PNA QNA #31,LVTR2.5,NA,NA,8/27/18,31,NA,NA,NA,0,NA
1651,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,7/1/18,32,23,3,NA,0,NA
1652,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,7/10/18,32,9,15,2,0,NA
1653,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,7/18/18,32,6,5,19,0,NA
1654,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,7/27/18,32,NA,NA,7,NA,NA
1655,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,8/5/18,32,0,0,8,0,NA
1656,LVTR2.5 PNA QNA #32,LVTR2.5,NA,NA,8/27/18,32,NA,NA,NA,0,NA
1657,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,7/1/18,33,17,2,NA,0,NA
1658,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,7/10/18,33,11,8,2,0,NA
1659,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,7/18/18,33,6,4,14,0,NA
1660,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,7/27/18,33,NA,NA,7,NA,NA
1661,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,8/5/18,33,0,0,8,0,NA
1662,LVTR2.5 PNA QNA #33,LVTR2.5,NA,NA,8/27/18,33,NA,NA,NA,0,NA
1663,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,7/1/18,34,10,NA,NA,0,NA
1664,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,7/10/18,34,6,6,0,0,NA
1665,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,7/18/18,34,2,2,9,0,NA
1666,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,7/27/18,34,NA,NA,8,NA,NA
1667,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,8/5/18,34,0,0,8,0,NA
1668,LVTR2.5 PNA QNA #34,LVTR2.5,NA,NA,8/27/18,34,NA,NA,NA,0,NA
1669,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,7/1/18,35,11,NA,NA,0,NA
1670,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,7/10/18,35,7,4,0,0,NA
1671,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,7/18/18,35,2,2,9,0,NA
1672,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,7/27/18,35,NA,NA,7,NA,NA
1673,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,8/5/18,35,0,0,7,0,NA
1674,LVTR2.5 PNA QNA #35,LVTR2.5,NA,NA,8/27/18,35,NA,NA,NA,0,NA
1675,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,7/1/18,36,8,NA,NA,0,NA
1676,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,7/10/18,36,3,6,0,0,NA
1677,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,7/18/18,36,2,1,4,0,NA
1678,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,7/27/18,36,NA,NA,3,NA,NA
1679,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,8/5/18,36,0,0,3,0,NA
1680,LVTR2.5 PNA QNA #36,LVTR2.5,NA,NA,8/27/18,36,NA,NA,NA,0,NA
1681,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,7/1/18,37,8,NA,NA,0,NA
1682,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,7/10/18,37,8,NA,0,0,NA
1683,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,7/18/18,37,4,4,8,0,NA
1684,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,7/27/18,37,NA,NA,NA,NA,NA
1685,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,8/5/18,37,NA,NA,NA,0,NA
1686,LVTR2.5 PNA QNA #37,LVTR2.5,NA,NA,8/27/18,37,NA,NA,NA,0,NA
1687,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,7/1/18,38,10,NA,NA,0,NA
1688,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,7/10/18,38,6,5,0,0,NA
1689,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,7/18/18,38,3,2,6,0,NA
1690,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,7/27/18,38,NA,NA,5,NA,NA
1691,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,8/5/18,38,0,0,5,0,NA
1692,LVTR2.5 PNA QNA #38,LVTR2.5,NA,NA,8/27/18,38,NA,NA,NA,0,NA
1693,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,7/1/18,39,NA,NA,NA,0,NA
1694,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,7/10/18,39,NA,NA,NA,0,NA
1695,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,7/18/18,39,NA,NA,NA,0,NA
1696,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,7/27/18,39,NA,NA,NA,NA,NA
1697,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,8/5/18,39,NA,NA,NA,0,NA
1698,LVTR2.5 PNA QNA #39,LVTR2.5,NA,NA,8/27/18,39,NA,NA,NA,0,NA
1699,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,7/1/18,4,12,1,NA,0,NA
1700,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,7/10/18,4,6,9,0,0,NA
1701,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,7/18/18,4,NA,NA,NA,0,NA
1702,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,7/27/18,4,NA,NA,NA,NA,NA
1703,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,8/5/18,4,NA,NA,NA,0,NA
1704,LVTR2.5 PNA QNA #4,LVTR2.5,NA,NA,8/27/18,4,NA,NA,NA,0,NA
1503,LVTR2 PNA QNA #34,LVTR2,NA,NA,7/18/18,34,10,5,34,3,6/1/18
1706,LVTR2.5 PNA QNA #40,LVTR2.5,NA,NA,7/10/18,40,NA,NA,NA,0,NA
1707,LVTR2.5 PNA QNA #40,LVTR2.5,NA,NA,7/18/18,40,NA,NA,NA,0,NA
1708,LVTR2.5 PNA QNA #40,LVTR2.5,NA,NA,7/27/18,40,NA,NA,NA,NA,NA
1509,LVTR2 PNA QNA #35,LVTR2,NA,NA,7/18/18,35,11,7,37,3,6/1/18
1710,LVTR2.5 PNA QNA #40,LVTR2.5,NA,NA,8/27/18,40,NA,NA,NA,0,NA
1545,LVTR2 PNA QNA #41,LVTR2,NA,NA,7/18/18,41,15,11,35,3,6/1/18
1712,LVTR2.5 PNA QNA #41,LVTR2.5,NA,NA,7/10/18,41,17,5,0,0,NA
1713,LVTR2.5 PNA QNA #41,LVTR2.5,NA,NA,7/18/18,41,6,4,9,0,NA
1714,LVTR2.5 PNA QNA #41,LVTR2.5,NA,NA,7/27/18,41,NA,NA,NA,NA,NA
1715,LVTR2.5 PNA QNA #41,LVTR2.5,NA,NA,8/5/18,41,NA,NA,NA,0,NA
1716,LVTR2.5 PNA QNA #41,LVTR2.5,NA,NA,8/27/18,41,NA,NA,NA,0,NA
1717,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,7/1/18,42,NA,NA,NA,0,NA
1718,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,7/10/18,42,NA,NA,NA,0,NA
1719,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,7/18/18,42,NA,NA,NA,0,NA
1720,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,7/27/18,42,NA,NA,NA,NA,NA
1721,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,8/5/18,42,NA,NA,NA,0,NA
1722,LVTR2.5 PNA QNA #42,LVTR2.5,NA,NA,8/27/18,42,NA,NA,NA,0,NA
1723,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,7/1/18,43,11,NA,NA,0,NA
1724,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,7/10/18,43,7,7,0,0,NA
1725,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,7/18/18,43,3,2,7,0,NA
1726,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,7/27/18,43,NA,NA,7,NA,NA
1727,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,8/5/18,43,0,0,7,0,NA
1728,LVTR2.5 PNA QNA #43,LVTR2.5,NA,NA,8/27/18,43,NA,NA,NA,0,NA
1729,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,7/1/18,44,NA,NA,NA,0,NA
1730,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,7/10/18,44,NA,NA,NA,0,NA
1731,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,7/18/18,44,NA,NA,NA,0,NA
1732,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,7/27/18,44,NA,NA,NA,NA,NA
1733,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,8/5/18,44,NA,NA,NA,0,NA
1734,LVTR2.5 PNA QNA #44,LVTR2.5,NA,NA,8/27/18,44,NA,NA,NA,0,NA
1735,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,7/1/18,6,11,1,NA,0,NA
1736,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,7/10/18,6,8,9,0,0,NA
1737,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,7/18/18,6,3,3,3,0,NA
1738,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,7/27/18,6,NA,NA,2,NA,NA
1739,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,8/5/18,6,0,0,2,0,NA
1740,LVTR2.5 PNA QNA #6,LVTR2.5,NA,NA,8/27/18,6,NA,NA,NA,0,NA
1741,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,7/1/18,7,NA,NA,NA,0,NA
1742,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,7/10/18,7,NA,NA,NA,0,NA
1743,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,7/18/18,7,NA,NA,NA,0,NA
1744,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,7/27/18,7,NA,NA,NA,NA,NA
1745,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,8/5/18,7,NA,NA,NA,0,NA
1746,LVTR2.5 PNA QNA #7,LVTR2.5,NA,NA,8/27/18,7,NA,NA,NA,0,NA
1747,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,7/1/18,8,17,1,NA,0,NA
1748,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,7/10/18,8,12,9,0,0,NA
1749,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,7/18/18,8,3,5,10,0,NA
1750,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,7/27/18,8,NA,NA,8,NA,NA
1751,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,8/5/18,8,0,0,10,0,NA
1752,LVTR2.5 PNA QNA #8,LVTR2.5,NA,NA,8/27/18,8,NA,NA,NA,0,NA
